DATETIME,FECHA,HORA,TEMP,HUM,PNM,DD,FF,NOMBRE,DATETIME
2020-11-01 00:00:00,01112020,0,12.6,43,1022.6,320,11,CORDOBA AERO,01112020-0
2020-11-01 01:00:00,01112020,1,12.1,46,1022.6,320,11,CORDOBA AERO,01112020-1
2020-11-01 02:00:00,01112020,2,11.4,50,1022.1,340,13,CORDOBA AERO,01112020-2
2020-11-01 03:00:00,01112020,3,11.3,51,1021.4,320,13,CORDOBA AERO,01112020-3
2020-11-01 04:00:00,01112020,4,9.8,57,1020.9,320,13,CORDOBA AERO,01112020-4
2020-11-01 05:00:00,01112020,5,9.4,63,1020.9,320,13,CORDOBA AERO,01112020-5
2020-11-01 06:00:00,01112020,6,9.6,64,1020.8,340,11,CORDOBA AERO,01112020-6
2020-11-01 07:00:00,01112020,7,12.2,67,1020.9,340,11,CORDOBA AERO,01112020-7
2020-11-01 08:00:00,01112020,8,18.2,50,1021.0,20,15,CORDOBA AERO,01112020-8
2020-11-01 09:00:00,01112020,9,20.6,41,1021.1,20,20,CORDOBA AERO,01112020-9
2020-11-01 10:00:00,01112020,10,22.4,38,1020.4,50,20,CORDOBA AERO,01112020-10
2020-11-01 11:00:00,01112020,11,23.5,34,1020.0,20,17,CORDOBA AERO,01112020-11
2020-11-01 12:00:00,01112020,12,25.2,32,1018.9,20,22,CORDOBA AERO,01112020-12
2020-11-01 13:00:00,01112020,13,26.6,28,1018.1,50,19,CORDOBA AERO,01112020-13
2020-11-01 14:00:00,01112020,14,27.0,26,1017.2,50,19,CORDOBA AERO,01112020-14
2020-11-01 15:00:00,01112020,15,27.6,22,1016.3,50,22,CORDOBA AERO,01112020-15
2020-11-01 16:00:00,01112020,16,27.6,22,1015.5,50,20,CORDOBA AERO,01112020-16
2020-11-01 17:00:00,01112020,17,27.2,22,1014.9,50,22,CORDOBA AERO,01112020-17
2020-11-01 18:00:00,01112020,18,26.2,26,1014.8,70,22,CORDOBA AERO,01112020-18
2020-11-01 19:00:00,01112020,19,23.9,25,1015.3,70,28,CORDOBA AERO,01112020-19
2020-11-01 20:00:00,01112020,20,20.2,28,1015.8,70,15,CORDOBA AERO,01112020-20
2020-11-01 21:00:00,01112020,21,16.8,39,1016.9,360,7,CORDOBA AERO,01112020-21
2020-11-01 22:00:00,01112020,22,15.4,42,1017.6,320,15,CORDOBA AERO,01112020-22
2020-11-01 23:00:00,01112020,23,14.0,47,1018.2,320,11,CORDOBA AERO,01112020-23
2020-11-02 00:00:00,02112020,0,13.4,48,1018.2,320,11,CORDOBA AERO,02112020-0
2020-11-02 01:00:00,02112020,1,13.4,51,1018.1,320,11,CORDOBA AERO,02112020-1
2020-11-02 02:00:00,02112020,2,12.2,58,1017.7,340,11,CORDOBA AERO,02112020-2
2020-11-02 03:00:00,02112020,3,12.0,60,1016.9,340,11,CORDOBA AERO,02112020-3
2020-11-02 04:00:00,02112020,4,11.3,64,1016.4,340,11,CORDOBA AERO,02112020-4
2020-11-02 05:00:00,02112020,5,10.0,75,1016.0,360,11,CORDOBA AERO,02112020-5
2020-11-02 06:00:00,02112020,6,10.3,74,1016.3,340,11,CORDOBA AERO,02112020-6
2020-11-02 07:00:00,02112020,7,10.8,72,1017.0,320,4,CORDOBA AERO,02112020-7
2020-11-02 08:00:00,02112020,8,17.0,55,1017.0,20,11,CORDOBA AERO,02112020-8
2020-11-02 09:00:00,02112020,9,21.4,40,1016.4,20,28,CORDOBA AERO,02112020-9
2020-11-02 10:00:00,02112020,10,23.8,36,1016.1,20,17,CORDOBA AERO,02112020-10
2020-11-02 11:00:00,02112020,11,25.5,32,1015.7,50,19,CORDOBA AERO,02112020-11
2020-11-02 12:00:00,02112020,12,27.4,30,1015.2,50,19,CORDOBA AERO,02112020-12
2020-11-02 13:00:00,02112020,13,28.0,27,1014.3,360,24,CORDOBA AERO,02112020-13
2020-11-02 14:00:00,02112020,14,29.0,27,1013.6,50,22,CORDOBA AERO,02112020-14
2020-11-02 15:00:00,02112020,15,29.2,25,1013.0,50,31,CORDOBA AERO,02112020-15
2020-11-02 16:00:00,02112020,16,28.9,26,1012.3,70,13,CORDOBA AERO,02112020-16
2020-11-02 17:00:00,02112020,17,29.2,26,1012.0,90,19,CORDOBA AERO,02112020-17
2020-11-02 18:00:00,02112020,18,27.5,27,1012.2,70,28,CORDOBA AERO,02112020-18
2020-11-02 19:00:00,02112020,19,25.2,29,1013.2,70,22,CORDOBA AERO,02112020-19
2020-11-02 20:00:00,02112020,20,21.0,38,1013.7,50,13,CORDOBA AERO,02112020-20
2020-11-02 21:00:00,02112020,21,18.2,45,1014.6,360,11,CORDOBA AERO,02112020-21
2020-11-02 22:00:00,02112020,22,17.5,45,1015.2,340,13,CORDOBA AERO,02112020-22
2020-11-02 23:00:00,02112020,23,15.9,50,1015.6,320,11,CORDOBA AERO,02112020-23
2020-11-03 00:00:00,03112020,0,15.8,51,1015.5,320,11,CORDOBA AERO,03112020-0
2020-11-03 01:00:00,03112020,1,14.7,55,1015.8,340,11,CORDOBA AERO,03112020-1
2020-11-03 02:00:00,03112020,2,14.8,49,1015.2,340,13,CORDOBA AERO,03112020-2
2020-11-03 03:00:00,03112020,3,12.7,58,1014.6,340,11,CORDOBA AERO,03112020-3
2020-11-03 04:00:00,03112020,4,12.2,59,1014.4,340,11,CORDOBA AERO,03112020-4
2020-11-03 05:00:00,03112020,5,12.6,61,1014.4,360,11,CORDOBA AERO,03112020-5
2020-11-03 06:00:00,03112020,6,13.2,58,1014.7,360,13,CORDOBA AERO,03112020-6
2020-11-03 07:00:00,03112020,7,13.6,64,1015.3,360,9,CORDOBA AERO,03112020-7
2020-11-03 08:00:00,03112020,8,20.9,41,1015.5,360,17,CORDOBA AERO,03112020-8
2020-11-03 09:00:00,03112020,9,23.0,37,1016.3,360,26,CORDOBA AERO,03112020-9
2020-11-03 10:00:00,03112020,10,24.8,33,1016.1,20,26,CORDOBA AERO,03112020-10
2020-11-03 11:00:00,03112020,11,27.0,26,1015.8,20,26,CORDOBA AERO,03112020-11
2020-11-03 12:00:00,03112020,12,26.8,28,1015.4,20,26,CORDOBA AERO,03112020-12
2020-11-03 13:00:00,03112020,13,30.0,23,1014.5,20,28,CORDOBA AERO,03112020-13
2020-11-03 14:00:00,03112020,14,29.3,25,1014.2,50,24,CORDOBA AERO,03112020-14
2020-11-03 15:00:00,03112020,15,29.7,26,1013.8,50,30,CORDOBA AERO,03112020-15
2020-11-03 16:00:00,03112020,16,29.8,23,1013.2,50,35,CORDOBA AERO,03112020-16
2020-11-03 17:00:00,03112020,17,28.7,25,1012.7,50,31,CORDOBA AERO,03112020-17
2020-11-03 18:00:00,03112020,18,27.8,21,1013.2,70,31,CORDOBA AERO,03112020-18
2020-11-03 19:00:00,03112020,19,25.8,18,1013.8,70,22,CORDOBA AERO,03112020-19
2020-11-03 20:00:00,03112020,20,21.9,30,1014.4,70,11,CORDOBA AERO,03112020-20
2020-11-03 21:00:00,03112020,21,17.5,39,1015.5,340,9,CORDOBA AERO,03112020-21
2020-11-03 22:00:00,03112020,22,16.7,36,1016.4,340,13,CORDOBA AERO,03112020-22
2020-11-03 23:00:00,03112020,23,16.7,38,1016.6,320,13,CORDOBA AERO,03112020-23
2020-11-04 00:00:00,04112020,0,17.2,44,1017.1,360,11,CORDOBA AERO,04112020-0
2020-11-04 01:00:00,04112020,1,13.5,60,1017.2,360,7,CORDOBA AERO,04112020-1
2020-11-04 02:00:00,04112020,2,14.2,57,1017.1,340,9,CORDOBA AERO,04112020-2
2020-11-04 03:00:00,04112020,3,12.7,67,1016.3,360,9,CORDOBA AERO,04112020-3
2020-11-04 04:00:00,04112020,4,11.4,75,1016.3,340,11,CORDOBA AERO,04112020-4
2020-11-04 05:00:00,04112020,5,15.2,61,1016.4,20,11,CORDOBA AERO,04112020-5
2020-11-04 06:00:00,04112020,6,13.9,65,1016.8,360,13,CORDOBA AERO,04112020-6
2020-11-04 07:00:00,04112020,7,18.5,53,1017.1,360,19,CORDOBA AERO,04112020-7
2020-11-04 08:00:00,04112020,8,20.1,49,1017.7,20,33,CORDOBA AERO,04112020-8
2020-11-04 09:00:00,04112020,9,21.5,46,1018.4,20,37,CORDOBA AERO,04112020-9
2020-11-04 10:00:00,04112020,10,23.5,40,1018.1,20,35,CORDOBA AERO,04112020-10
2020-11-04 11:00:00,04112020,11,25.2,35,1017.2,50,37,CORDOBA AERO,04112020-11
2020-11-04 12:00:00,04112020,12,26.2,32,1016.4,20,39,CORDOBA AERO,04112020-12
2020-11-04 13:00:00,04112020,13,27.3,29,1015.7,50,33,CORDOBA AERO,04112020-13
2020-11-04 14:00:00,04112020,14,27.7,27,1014.6,20,33,CORDOBA AERO,04112020-14
2020-11-04 15:00:00,04112020,15,28.0,26,1014.2,20,30,CORDOBA AERO,04112020-15
2020-11-04 16:00:00,04112020,16,28.3,24,1013.5,20,24,CORDOBA AERO,04112020-16
2020-11-04 17:00:00,04112020,17,28.2,25,1012.0,50,30,CORDOBA AERO,04112020-17
2020-11-04 18:00:00,04112020,18,27.6,24,1011.8,50,28,CORDOBA AERO,04112020-18
2020-11-04 19:00:00,04112020,19,25.2,32,1010.9,70,13,CORDOBA AERO,04112020-19
2020-11-04 21:00:00,04112020,21,19.7,45,1013.1,50,13,CORDOBA AERO,04112020-21
2020-11-04 22:00:00,04112020,22,16.9,51,1014.0,320,17,CORDOBA AERO,04112020-22
2020-11-04 23:00:00,04112020,23,15.7,60,1014.5,320,4,CORDOBA AERO,04112020-23
2020-11-05 00:00:00,05112020,0,16.2,53,1014.1,360,17,CORDOBA AERO,05112020-0
2020-11-05 01:00:00,05112020,1,18.7,44,1013.4,20,19,CORDOBA AERO,05112020-1
2020-11-05 02:00:00,05112020,2,18.4,48,1013.2,20,22,CORDOBA AERO,05112020-2
2020-11-05 03:00:00,05112020,3,17.6,49,1012.6,20,15,CORDOBA AERO,05112020-3
2020-11-05 04:00:00,05112020,4,16.7,51,1012.3,20,24,CORDOBA AERO,05112020-4
2020-11-05 05:00:00,05112020,5,15.6,55,1012.9,50,9,CORDOBA AERO,05112020-5
2020-11-05 06:00:00,05112020,6,15.8,51,1013.0,20,24,CORDOBA AERO,05112020-6
2020-11-05 07:00:00,05112020,7,14.8,57,1014.5,20,11,CORDOBA AERO,05112020-7
2020-11-05 08:00:00,05112020,8,19.7,38,1014.8,20,28,CORDOBA AERO,05112020-8
2020-11-05 09:00:00,05112020,9,20.6,36,1015.0,20,35,CORDOBA AERO,05112020-9
2020-11-05 10:00:00,05112020,10,22.8,31,1015.1,20,33,CORDOBA AERO,05112020-10
2020-11-05 11:00:00,05112020,11,24.9,28,1014.6,20,30,CORDOBA AERO,05112020-11
2020-11-05 12:00:00,05112020,12,26.5,26,1014.1,50,26,CORDOBA AERO,05112020-12
2020-11-05 13:00:00,05112020,13,28.2,21,1013.4,50,24,CORDOBA AERO,05112020-13
2020-11-05 14:00:00,05112020,14,29.2,21,1012.9,20,22,CORDOBA AERO,05112020-14
2020-11-05 15:00:00,05112020,15,29.5,20,1012.4,90,20,CORDOBA AERO,05112020-15
2020-11-05 16:00:00,05112020,16,30.2,23,1011.8,20,17,CORDOBA AERO,05112020-16
2020-11-05 17:00:00,05112020,17,29.8,24,1011.7,90,19,CORDOBA AERO,05112020-17
2020-11-05 18:00:00,05112020,18,28.4,26,1011.9,50,13,CORDOBA AERO,05112020-18
2020-11-05 19:00:00,05112020,19,26.4,27,1012.5,70,22,CORDOBA AERO,05112020-19
2020-11-05 20:00:00,05112020,20,23.3,38,1013.5,50,17,CORDOBA AERO,05112020-20
2020-11-05 21:00:00,05112020,21,19.2,39,1015.0,360,9,CORDOBA AERO,05112020-21
2020-11-05 22:00:00,05112020,22,18.0,42,1015.8,340,13,CORDOBA AERO,05112020-22
2020-11-05 23:00:00,05112020,23,17.7,43,1016.2,340,13,CORDOBA AERO,05112020-23
2020-11-06 00:00:00,06112020,0,16.6,46,1016.7,340,9,CORDOBA AERO,06112020-0
2020-11-06 01:00:00,06112020,1,16.0,47,1016.6,360,11,CORDOBA AERO,06112020-1
2020-11-06 02:00:00,06112020,2,15.2,50,1016.0,340,7,CORDOBA AERO,06112020-2
2020-11-06 03:00:00,06112020,3,14.4,57,1015.4,340,7,CORDOBA AERO,06112020-3
2020-11-06 04:00:00,06112020,4,13.6,60,1014.9,320,9,CORDOBA AERO,06112020-4
2020-11-06 05:00:00,06112020,5,15.0,54,1014.6,340,11,CORDOBA AERO,06112020-5
2020-11-06 06:00:00,06112020,6,16.6,53,1014.6,360,9,CORDOBA AERO,06112020-6
2020-11-06 07:00:00,06112020,7,17.2,50,1014.9,340,7,CORDOBA AERO,06112020-7
2020-11-06 08:00:00,06112020,8,19.3,47,1015.5,20,7,CORDOBA AERO,06112020-8
2020-11-06 09:00:00,06112020,9,21.6,36,1015.4,20,20,CORDOBA AERO,06112020-9
2020-11-06 10:00:00,06112020,10,23.9,30,1015.1,20,22,CORDOBA AERO,06112020-10
2020-11-06 11:00:00,06112020,11,26.0,27,1014.2,50,24,CORDOBA AERO,06112020-11
2020-11-06 12:00:00,06112020,12,27.2,25,1013.7,50,22,CORDOBA AERO,06112020-12
2020-11-06 13:00:00,06112020,13,27.9,24,1012.9,20,22,CORDOBA AERO,06112020-13
2020-11-06 14:00:00,06112020,14,29.0,22,1012.1,50,22,CORDOBA AERO,06112020-14
2020-11-06 15:00:00,06112020,15,29.2,21,1011.8,50,20,CORDOBA AERO,06112020-15
2020-11-06 16:00:00,06112020,16,28.7,20,1011.4,70,26,CORDOBA AERO,06112020-16
2020-11-06 17:00:00,06112020,17,27.9,22,1011.0,90,24,CORDOBA AERO,06112020-17
2020-11-06 18:00:00,06112020,18,26.4,21,1011.3,70,22,CORDOBA AERO,06112020-18
2020-11-06 19:00:00,06112020,19,25.2,23,1012.5,90,19,CORDOBA AERO,06112020-19
2020-11-06 20:00:00,06112020,20,23.4,32,1013.8,50,7,CORDOBA AERO,06112020-20
2020-11-06 21:00:00,06112020,21,21.6,38,1014.6,340,6,CORDOBA AERO,06112020-21
2020-11-06 22:00:00,06112020,22,20.1,41,1015.8,320,11,CORDOBA AERO,06112020-22
2020-11-06 23:00:00,06112020,23,18.2,44,1016.4,320,9,CORDOBA AERO,06112020-23
2020-11-07 00:00:00,07112020,0,18.6,47,1017.0,360,6,CORDOBA AERO,07112020-0
2020-11-07 01:00:00,07112020,1,18.7,50,1017.0,360,6,CORDOBA AERO,07112020-1
2020-11-07 02:00:00,07112020,2,16.9,58,1016.9,290,7,CORDOBA AERO,07112020-2
2020-11-07 03:00:00,07112020,3,17.8,56,1016.3,320,7,CORDOBA AERO,07112020-3
2020-11-07 04:00:00,07112020,4,17.5,60,1016.1,270,6,CORDOBA AERO,07112020-4
2020-11-07 05:00:00,07112020,5,15.0,67,1016.8,290,6,CORDOBA AERO,07112020-5
2020-11-07 06:00:00,07112020,6,13.5,73,1017.7,50,4,CORDOBA AERO,07112020-6
2020-11-07 07:00:00,07112020,7,13.4,73,1018.2,320,11,CORDOBA AERO,07112020-7
2020-11-07 08:00:00,07112020,8,18.6,62,1018.7,0,0,CORDOBA AERO,07112020-8
2020-11-07 09:00:00,07112020,9,22.0,50,1018.9,90,6,CORDOBA AERO,07112020-9
2020-11-07 10:00:00,07112020,10,23.7,39,1018.8,50,13,CORDOBA AERO,07112020-10
2020-11-07 11:00:00,07112020,11,26.7,38,1018.2,20,9,CORDOBA AERO,07112020-11
2020-11-07 12:00:00,07112020,12,27.5,35,1017.7,90,15,CORDOBA AERO,07112020-12
2020-11-07 13:00:00,07112020,13,27.8,31,1017.1,70,19,CORDOBA AERO,07112020-13
2020-11-07 14:00:00,07112020,14,28.8,36,1016.4,70,19,CORDOBA AERO,07112020-14
2020-11-07 15:00:00,07112020,15,29.7,31,1015.1,70,13,CORDOBA AERO,07112020-15
2020-11-07 16:00:00,07112020,16,30.5,29,1014.2,90,17,CORDOBA AERO,07112020-16
2020-11-07 17:00:00,07112020,17,30.2,29,1013.6,90,24,CORDOBA AERO,07112020-17
2020-11-07 18:00:00,07112020,18,29.8,28,1013.8,90,20,CORDOBA AERO,07112020-18
2020-11-07 19:00:00,07112020,19,27.6,32,1014.9,20,19,CORDOBA AERO,07112020-19
2020-11-07 20:00:00,07112020,20,24.2,41,1015.6,20,13,CORDOBA AERO,07112020-20
2020-11-07 21:00:00,07112020,21,21.1,50,1016.3,360,11,CORDOBA AERO,07112020-21
2020-11-07 22:00:00,07112020,22,19.8,54,1017.2,340,9,CORDOBA AERO,07112020-22
2020-11-07 23:00:00,07112020,23,20.0,52,1017.4,340,13,CORDOBA AERO,07112020-23
2020-11-08 00:00:00,08112020,0,19.0,56,1017.5,360,11,CORDOBA AERO,08112020-0
2020-11-08 01:00:00,08112020,1,17.6,63,1017.1,340,11,CORDOBA AERO,08112020-1
2020-11-08 02:00:00,08112020,2,17.0,66,1016.4,340,11,CORDOBA AERO,08112020-2
2020-11-08 03:00:00,08112020,3,16.4,69,1015.8,340,11,CORDOBA AERO,08112020-3
2020-11-08 04:00:00,08112020,4,16.2,71,1015.4,320,4,CORDOBA AERO,08112020-4
2020-11-08 05:00:00,08112020,5,15.8,76,1015.5,340,9,CORDOBA AERO,08112020-5
2020-11-08 06:00:00,08112020,6,14.9,80,1015.9,340,7,CORDOBA AERO,08112020-6
2020-11-08 07:00:00,08112020,7,16.7,74,1016.4,320,6,CORDOBA AERO,08112020-7
2020-11-08 08:00:00,08112020,8,20.2,65,1016.6,360,4,CORDOBA AERO,08112020-8
2020-11-08 09:00:00,08112020,9,21.9,57,1016.9,20,20,CORDOBA AERO,08112020-9
2020-11-08 10:00:00,08112020,10,21.8,58,1017.2,20,11,CORDOBA AERO,08112020-10
2020-11-08 11:00:00,08112020,11,25.7,37,1017.3,20,13,CORDOBA AERO,08112020-11
2020-11-08 12:00:00,08112020,12,20.6,66,1018.0,20,15,CORDOBA AERO,08112020-12
2020-11-08 13:00:00,08112020,13,17.3,89,1018.0,340,7,CORDOBA AERO,08112020-13
2020-11-08 14:00:00,08112020,14,19.1,83,1017.3,0,0,CORDOBA AERO,08112020-14
2020-11-08 15:00:00,08112020,15,19.6,76,1016.5,110,11,CORDOBA AERO,08112020-15
2020-11-08 16:00:00,08112020,16,19.6,76,1016.6,0,0,CORDOBA AERO,08112020-16
2020-11-08 17:00:00,08112020,17,19.1,79,1016.5,0,0,CORDOBA AERO,08112020-17
2020-11-08 18:00:00,08112020,18,19.5,70,1016.1,360,6,CORDOBA AERO,08112020-18
2020-11-08 19:00:00,08112020,19,19.4,70,1015.9,0,0,CORDOBA AERO,08112020-19
2020-11-08 20:00:00,08112020,20,19.9,74,1015.9,0,0,CORDOBA AERO,08112020-20
2020-11-08 21:00:00,08112020,21,18.0,85,1016.7,0,0,CORDOBA AERO,08112020-21
2020-11-08 22:00:00,08112020,22,16.8,86,1017.5,270,6,CORDOBA AERO,08112020-22
2020-11-08 23:00:00,08112020,23,16.2,90,1017.5,270,7,CORDOBA AERO,08112020-23
2020-11-09 00:00:00,09112020,0,15.4,93,1018.1,320,7,CORDOBA AERO,09112020-0
2020-11-09 01:00:00,09112020,1,15.6,91,1018.1,340,7,CORDOBA AERO,09112020-1
2020-11-09 02:00:00,09112020,2,14.4,91,1017.3,320,6,CORDOBA AERO,09112020-2
2020-11-09 03:00:00,09112020,3,13.2,93,1017.0,320,7,CORDOBA AERO,09112020-3
2020-11-09 04:00:00,09112020,4,12.9,91,1017.2,320,59,CORDOBA AERO,09112020-4
2020-11-09 05:00:00,09112020,5,12.1,97,1017.0,320,9,CORDOBA AERO,09112020-5
2020-11-09 06:00:00,09112020,6,12.1,96,1017.3,320,6,CORDOBA AERO,09112020-6
2020-11-09 07:00:00,09112020,7,12.8,93,1017.6,340,7,CORDOBA AERO,09112020-7
2020-11-09 08:00:00,09112020,8,17.2,87,1017.4,20,13,CORDOBA AERO,09112020-8
2020-11-09 09:00:00,09112020,9,19.2,80,1017.0,20,19,CORDOBA AERO,09112020-9
2020-11-09 10:00:00,09112020,10,20.9,64,1016.8,20,19,CORDOBA AERO,09112020-10
2020-11-09 11:00:00,09112020,11,22.6,60,1015.9,20,19,CORDOBA AERO,09112020-11
2020-11-09 12:00:00,09112020,12,24.2,55,1015.4,20,15,CORDOBA AERO,09112020-12
2020-11-09 13:00:00,09112020,13,26.2,50,1014.3,70,17,CORDOBA AERO,09112020-13
2020-11-09 14:00:00,09112020,14,26.8,48,1013.3,90,15,CORDOBA AERO,09112020-14
2020-11-09 15:00:00,09112020,15,27.7,44,1012.4,50,17,CORDOBA AERO,09112020-15
2020-11-09 16:00:00,09112020,16,28.2,42,1011.5,70,17,CORDOBA AERO,09112020-16
2020-11-09 17:00:00,09112020,17,28.6,40,1011.0,90,17,CORDOBA AERO,09112020-17
2020-11-09 18:00:00,09112020,18,26.4,43,1010.2,70,13,CORDOBA AERO,09112020-18
2020-11-09 19:00:00,09112020,19,25.4,48,1011.3,70,24,CORDOBA AERO,09112020-19
2020-11-09 20:00:00,09112020,20,24.0,51,1011.6,70,13,CORDOBA AERO,09112020-20
2020-11-09 21:00:00,09112020,21,20.5,63,1012.7,50,7,CORDOBA AERO,09112020-21
2020-11-09 22:00:00,09112020,22,18.6,67,1013.7,340,7,CORDOBA AERO,09112020-22
2020-11-09 23:00:00,09112020,23,19.0,71,1014.5,360,7,CORDOBA AERO,09112020-23
2020-11-10 00:00:00,10112020,0,20.1,68,1014.7,360,11,CORDOBA AERO,10112020-0
2020-11-10 01:00:00,10112020,1,19.2,73,1014.8,20,11,CORDOBA AERO,10112020-1
2020-11-10 02:00:00,10112020,2,16.9,83,1014.5,20,6,CORDOBA AERO,10112020-2
2020-11-10 03:00:00,10112020,3,15.6,87,1013.4,50,9,CORDOBA AERO,10112020-3
2020-11-10 04:00:00,10112020,4,15.4,87,1013.5,320,4,CORDOBA AERO,10112020-4
2020-11-10 05:00:00,10112020,5,15.4,90,1013.5,320,4,CORDOBA AERO,10112020-5
2020-11-10 06:00:00,10112020,6,15.0,91,1014.0,0,0,CORDOBA AERO,10112020-6
2020-11-10 07:00:00,10112020,7,17.0,86,1015.6,200,11,CORDOBA AERO,10112020-7
2020-11-10 08:00:00,10112020,8,16.9,81,1017.3,180,24,CORDOBA AERO,10112020-8
2020-11-10 09:00:00,10112020,9,15.5,89,1019.2,200,17,CORDOBA AERO,10112020-9
2020-11-10 10:00:00,10112020,10,15.9,91,1017.7,200,9,CORDOBA AERO,10112020-10
2020-11-10 11:00:00,10112020,11,18.0,81,1016.8,290,15,CORDOBA AERO,10112020-11
2020-11-10 12:00:00,10112020,12,20.6,64,1014.8,320,11,CORDOBA AERO,10112020-12
2020-11-10 13:00:00,10112020,13,23.2,50,1013.5,360,22,CORDOBA AERO,10112020-13
2020-11-10 14:00:00,10112020,14,20.8,72,1013.2,360,22,CORDOBA AERO,10112020-14
2020-11-10 15:00:00,10112020,15,24.0,51,1012.9,360,26,CORDOBA AERO,10112020-15
2020-11-10 16:00:00,10112020,16,25.8,42,1011.0,20,31,CORDOBA AERO,10112020-16
2020-11-10 17:00:00,10112020,17,27.0,42,1011.4,360,17,CORDOBA AERO,10112020-17
2020-11-10 18:00:00,10112020,18,26.2,46,1011.8,50,17,CORDOBA AERO,10112020-18
2020-11-10 19:00:00,10112020,19,24.4,54,1012.4,50,15,CORDOBA AERO,10112020-19
2020-11-10 20:00:00,10112020,20,20.7,69,1013.5,50,9,CORDOBA AERO,10112020-20
2020-11-10 21:00:00,10112020,21,17.8,82,1014.9,0,0,CORDOBA AERO,10112020-21
2020-11-10 22:00:00,10112020,22,16.0,87,1015.9,290,6,CORDOBA AERO,10112020-22
