DATETIME,FECHA,HORA,TEMP,HUM,PNM,DD,FF,NOMBRE,DATETIME
2020-11-21 00:00:00,21112020,0,14.5,76,1012.5,360,13,CORDOBA AERO,21112020-0
2020-11-21 01:00:00,21112020,1,15.1,76,1012.4,320,6,CORDOBA AERO,21112020-1
2020-11-21 02:00:00,21112020,2,14.1,88,1011.9,270,4,CORDOBA AERO,21112020-2
2020-11-21 03:00:00,21112020,3,15.7,76,1011.2,320,9,CORDOBA AERO,21112020-3
2020-11-21 04:00:00,21112020,4,14.5,84,1011.3,20,17,CORDOBA AERO,21112020-4
2020-11-21 05:00:00,21112020,5,16.0,73,1011.0,20,17,CORDOBA AERO,21112020-5
2020-11-21 06:00:00,21112020,6,16.6,70,1012.8,360,15,CORDOBA AERO,21112020-6
2020-11-21 07:00:00,21112020,7,17.0,70,1014.7,140,9,CORDOBA AERO,21112020-7
2020-11-21 08:00:00,21112020,8,17.0,83,1016.3,140,9,CORDOBA AERO,21112020-8
2020-11-21 09:00:00,21112020,9,18.5,73,1016.5,160,4,CORDOBA AERO,21112020-9
2020-11-21 10:00:00,21112020,10,19.5,70,1016.8,160,6,CORDOBA AERO,21112020-10
2020-11-21 11:00:00,21112020,11,22.0,61,1016.2,70,11,CORDOBA AERO,21112020-11
2020-11-21 12:00:00,21112020,12,23.6,53,1015.3,360,11,CORDOBA AERO,21112020-12
2020-11-21 13:00:00,21112020,13,24.3,50,1014.2,50,20,CORDOBA AERO,21112020-13
2020-11-21 14:00:00,21112020,14,26.3,43,1012.9,50,22,CORDOBA AERO,21112020-14
2020-11-21 15:00:00,21112020,15,27.2,39,1011.7,20,30,CORDOBA AERO,21112020-15
2020-11-21 16:00:00,21112020,16,28.3,37,1011.2,50,30,CORDOBA AERO,21112020-16
2020-11-21 17:00:00,21112020,17,28.2,37,1010.2,20,31,CORDOBA AERO,21112020-17
2020-11-21 18:00:00,21112020,18,27.5,36,1010.3,20,33,CORDOBA AERO,21112020-18
2020-11-21 19:00:00,21112020,19,26.3,41,1010.8,50,26,CORDOBA AERO,21112020-19
2020-11-21 20:00:00,21112020,20,23.8,47,1011.8,50,20,CORDOBA AERO,21112020-20
2020-11-21 21:00:00,21112020,21,21.3,55,1013.2,50,15,CORDOBA AERO,21112020-21
2020-11-21 22:00:00,21112020,22,17.8,71,1014.6,20,9,CORDOBA AERO,21112020-22
2020-11-21 23:00:00,21112020,23,17.1,73,1015.5,340,11,CORDOBA AERO,21112020-23
2020-11-22 00:00:00,22112020,0,16.8,74,1015.6,320,11,CORDOBA AERO,22112020-0
2020-11-22 01:00:00,22112020,1,17.2,71,1015.3,340,11,CORDOBA AERO,22112020-1
2020-11-22 02:00:00,22112020,2,17.1,70,1014.7,320,7,CORDOBA AERO,22112020-2
2020-11-22 03:00:00,22112020,3,16.4,73,1014.2,320,7,CORDOBA AERO,22112020-3
2020-11-22 04:00:00,22112020,4,15.9,76,1013.7,340,7,CORDOBA AERO,22112020-4
2020-11-22 05:00:00,22112020,5,14.6,93,1014.0,20,9,CORDOBA AERO,22112020-5
2020-11-22 06:00:00,22112020,6,13.4,87,1014.6,360,9,CORDOBA AERO,22112020-6
2020-11-22 07:00:00,22112020,7,16.6,79,1015.3,360,7,CORDOBA AERO,22112020-7
2020-11-22 08:00:00,22112020,8,22.1,51,1015.6,20,13,CORDOBA AERO,22112020-8
2020-11-22 09:00:00,22112020,9,24.0,41,1016.0,50,19,CORDOBA AERO,22112020-9
2020-11-22 10:00:00,22112020,10,26.0,35,1016.2,50,22,CORDOBA AERO,22112020-10
2020-11-22 11:00:00,22112020,11,28.0,32,1015.3,50,22,CORDOBA AERO,22112020-11
2020-11-22 12:00:00,22112020,12,29.1,29,1014.5,50,26,CORDOBA AERO,22112020-12
2020-11-22 13:00:00,22112020,13,29.7,28,1013.4,50,30,CORDOBA AERO,22112020-13
2020-11-22 14:00:00,22112020,14,31.4,28,1012.1,50,30,CORDOBA AERO,22112020-14
2020-11-22 15:00:00,22112020,15,31.8,28,1010.8,20,31,CORDOBA AERO,22112020-15
2020-11-22 16:00:00,22112020,16,32.1,28,1009.9,20,30,CORDOBA AERO,22112020-16
2020-11-22 17:00:00,22112020,17,32.4,25,1009.2,20,33,CORDOBA AERO,22112020-17
2020-11-22 18:00:00,22112020,18,31.7,25,1008.4,20,35,CORDOBA AERO,22112020-18
2020-11-22 19:00:00,22112020,19,30.0,31,1008.6,50,35,CORDOBA AERO,22112020-19
2020-11-22 20:00:00,22112020,20,27.7,37,1009.0,60,26,CORDOBA AERO,22112020-20
2020-11-22 21:00:00,22112020,21,25.3,44,1009.8,60,17,CORDOBA AERO,22112020-21
2020-11-22 22:00:00,22112020,22,23.1,53,1011.0,340,9,CORDOBA AERO,22112020-22
2020-11-22 23:00:00,22112020,23,20.7,64,1011.3,20,13,CORDOBA AERO,22112020-23
2020-11-23 00:00:00,23112020,0,21.6,57,1010.7,20,17,CORDOBA AERO,23112020-0
2020-11-23 01:00:00,23112020,1,23.3,49,1010.0,20,22,CORDOBA AERO,23112020-1
2020-11-23 02:00:00,23112020,2,22.6,52,1009.3,20,24,CORDOBA AERO,23112020-2
2020-11-23 03:00:00,23112020,3,20.2,60,1009.0,10,15,CORDOBA AERO,23112020-3
2020-11-23 04:00:00,23112020,4,20.4,58,1008.3,10,17,CORDOBA AERO,23112020-4
2020-11-23 05:00:00,23112020,5,21.7,50,1008.1,10,22,CORDOBA AERO,23112020-5
2020-11-23 06:00:00,23112020,6,20.9,54,1008.3,10,19,CORDOBA AERO,23112020-6
2020-11-23 07:00:00,23112020,7,22.1,48,1008.9,10,19,CORDOBA AERO,23112020-7
2020-11-23 08:00:00,23112020,8,23.5,43,1009.2,30,30,CORDOBA AERO,23112020-8
2020-11-23 09:00:00,23112020,9,24.9,40,1009.2,20,33,CORDOBA AERO,23112020-9
2020-11-23 10:00:00,23112020,10,27.7,34,1008.4,20,31,CORDOBA AERO,23112020-10
2020-11-23 11:00:00,23112020,11,30.2,32,1007.3,20,31,CORDOBA AERO,23112020-11
2020-11-23 12:00:00,23112020,12,31.9,29,1006.3,30,33,CORDOBA AERO,23112020-12
2020-11-23 13:00:00,23112020,13,33.6,26,1005.1,50,33,CORDOBA AERO,23112020-13
2020-11-23 14:00:00,23112020,14,33.6,26,1005.1,50,33,CORDOBA AERO,23112020-14
2020-11-23 15:00:00,23112020,15,36.3,21,1003.4,20,39,CORDOBA AERO,23112020-15
2020-11-23 16:00:00,23112020,16,36.4,21,1002.5,10,31,CORDOBA AERO,23112020-16
2020-11-23 17:00:00,23112020,17,36.4,21,1001.8,30,31,CORDOBA AERO,23112020-17
2020-11-23 18:00:00,23112020,18,35.5,21,999.9,20,33,CORDOBA AERO,23112020-18
2020-11-23 19:00:00,23112020,19,34.6,22,1001.9,20,33,CORDOBA AERO,23112020-19
2020-11-23 20:00:00,23112020,20,32.2,26,1002.8,50,20,CORDOBA AERO,23112020-20
2020-11-23 21:00:00,23112020,21,28.9,36,1003.9,50,19,CORDOBA AERO,23112020-21
2020-11-23 22:00:00,23112020,22,25.0,47,1005.2,340,11,CORDOBA AERO,23112020-22
2020-11-23 23:00:00,23112020,23,23.6,48,1005.5,320,9,CORDOBA AERO,23112020-23
2020-11-24 00:00:00,24112020,0,25.2,41,1004.8,340,13,CORDOBA AERO,24112020-0
2020-11-24 01:00:00,24112020,1,22.2,51,1004.3,360,11,CORDOBA AERO,24112020-1
2020-11-24 02:00:00,24112020,2,22.2,49,1003.5,360,11,CORDOBA AERO,24112020-2
2020-11-24 03:00:00,24112020,3,21.0,54,1002.8,20,11,CORDOBA AERO,24112020-3
2020-11-24 04:00:00,24112020,4,21.2,53,1002.5,70,6,CORDOBA AERO,24112020-4
2020-11-24 05:00:00,24112020,5,20.0,60,1003.3,0,0,CORDOBA AERO,24112020-5
2020-11-24 06:00:00,24112020,6,18.6,64,1003.9,340,7,CORDOBA AERO,24112020-6
2020-11-24 07:00:00,24112020,7,18.8,66,1004.8,0,0,CORDOBA AERO,24112020-7
2020-11-24 08:00:00,24112020,8,24.7,53,1005.1,0,0,CORDOBA AERO,24112020-8
2020-11-24 09:00:00,24112020,9,26.8,42,1005.3,20,6,CORDOBA AERO,24112020-9
2020-11-24 10:00:00,24112020,10,29.8,39,1005.1,150,9,CORDOBA AERO,24112020-10
2020-11-24 11:00:00,24112020,11,31.9,36,1004.6,180,9,CORDOBA AERO,24112020-11
2020-11-24 12:00:00,24112020,12,33.5,30,1004.0,160,11,CORDOBA AERO,24112020-12
2020-11-24 13:00:00,24112020,13,35.3,27,1003.5,180,11,CORDOBA AERO,24112020-13
2020-11-24 14:00:00,24112020,14,35.9,26,1002.8,160,15,CORDOBA AERO,24112020-14
2020-11-24 15:00:00,24112020,15,35.9,26,1002.2,120,19,CORDOBA AERO,24112020-15
2020-11-24 16:00:00,24112020,16,36.1,26,1001.8,160,19,CORDOBA AERO,24112020-16
2020-11-24 17:00:00,24112020,17,34.9,27,1001.8,160,19,CORDOBA AERO,24112020-17
2020-11-24 18:00:00,24112020,18,34.9,28,1001.7,150,17,CORDOBA AERO,24112020-18
2020-11-24 19:00:00,24112020,19,34.1,30,1002.4,180,24,CORDOBA AERO,24112020-19
2020-11-24 20:00:00,24112020,20,32.4,33,1003.4,160,17,CORDOBA AERO,24112020-20
2020-11-24 21:00:00,24112020,21,30.8,36,1004.5,180,28,CORDOBA AERO,24112020-21
2020-11-24 22:00:00,24112020,22,28.0,45,1005.9,180,15,CORDOBA AERO,24112020-22
2020-11-24 23:00:00,24112020,23,27.4,48,1007.2,160,28,CORDOBA AERO,24112020-23
2020-11-25 00:00:00,25112020,0,25.2,58,1007.0,180,20,CORDOBA AERO,25112020-0
2020-11-25 01:00:00,25112020,1,23.8,67,1006.7,180,22,CORDOBA AERO,25112020-1
2020-11-25 02:00:00,25112020,2,22.7,70,1005.5,180,26,CORDOBA AERO,25112020-2
2020-11-25 03:00:00,25112020,3,20.2,91,1006.2,200,9,CORDOBA AERO,25112020-3
2020-11-25 04:00:00,25112020,4,20.2,89,1005.6,200,13,CORDOBA AERO,25112020-4
2020-11-25 05:00:00,25112020,5,19.4,96,1006.7,0,0,CORDOBA AERO,25112020-5
2020-11-25 06:00:00,25112020,6,18.4,95,1008.0,180,15,CORDOBA AERO,25112020-6
2020-11-25 07:00:00,25112020,7,19.5,88,1008.8,200,22,CORDOBA AERO,25112020-7
2020-11-25 08:00:00,25112020,8,20.5,82,1009.7,200,22,CORDOBA AERO,25112020-8
2020-11-25 09:00:00,25112020,9,21.2,81,1010.3,200,15,CORDOBA AERO,25112020-9
2020-11-25 10:00:00,25112020,10,23.6,67,1010.5,200,17,CORDOBA AERO,25112020-10
2020-11-25 11:00:00,25112020,11,26.5,57,1009.8,140,26,CORDOBA AERO,25112020-11
2020-11-25 12:00:00,25112020,12,27.8,49,1009.7,160,24,CORDOBA AERO,25112020-12
2020-11-25 13:00:00,25112020,13,28.6,47,1009.0,140,26,CORDOBA AERO,25112020-13
2020-11-25 14:00:00,25112020,14,28.9,45,1008.8,140,26,CORDOBA AERO,25112020-14
2020-11-25 15:00:00,25112020,15,29.8,45,1008.4,140,22,CORDOBA AERO,25112020-15
2020-11-25 16:00:00,25112020,16,28.7,46,1008.1,140,17,CORDOBA AERO,25112020-16
2020-11-25 17:00:00,25112020,17,28.8,47,1007.7,140,15,CORDOBA AERO,25112020-17
2020-11-25 18:00:00,25112020,18,27.6,51,1007.7,140,15,CORDOBA AERO,25112020-18
2020-11-25 19:00:00,25112020,19,26.6,55,1007.9,110,13,CORDOBA AERO,25112020-19
2020-11-25 20:00:00,25112020,20,24.6,62,1008.8,120,15,CORDOBA AERO,25112020-20
2020-11-25 21:00:00,25112020,21,22.6,73,1010.0,110,9,CORDOBA AERO,25112020-21
2020-11-25 22:00:00,25112020,22,19.9,82,1011.5,0,0,CORDOBA AERO,25112020-22
2020-11-25 23:00:00,25112020,23,19.1,86,1012.0,0,0,CORDOBA AERO,25112020-23
2020-11-26 00:00:00,26112020,0,19.2,86,1011.7,290,7,CORDOBA AERO,26112020-0
2020-11-26 01:00:00,26112020,1,19.1,89,1010.5,250,11,CORDOBA AERO,26112020-1
2020-11-26 02:00:00,26112020,2,18.8,89,1009.9,320,6,CORDOBA AERO,26112020-2
2020-11-26 03:00:00,26112020,3,18.4,90,1009.4,320,9,CORDOBA AERO,26112020-3
2020-11-26 04:00:00,26112020,4,17.7,93,1011.3,290,9,CORDOBA AERO,26112020-4
2020-11-26 05:00:00,26112020,5,18.4,93,1011.8,0,0,CORDOBA AERO,26112020-5
2020-11-26 06:00:00,26112020,6,18.7,93,1015.8,200,11,CORDOBA AERO,26112020-6
2020-11-26 07:00:00,26112020,7,17.9,54,1016.6,200,30,CORDOBA AERO,26112020-7
2020-11-26 08:00:00,26112020,8,17.8,49,1018.4,180,33,CORDOBA AERO,26112020-8
2020-11-26 09:00:00,26112020,9,17.5,39,1019.8,190,22,CORDOBA AERO,26112020-9
2020-11-26 10:00:00,26112020,10,19.3,27,1019.9,200,20,CORDOBA AERO,26112020-10
2020-11-26 11:00:00,26112020,11,20.0,24,1019.4,180,22,CORDOBA AERO,26112020-11
2020-11-26 12:00:00,26112020,12,19.5,27,1019.8,180,11,CORDOBA AERO,26112020-12
2020-11-26 13:00:00,26112020,13,20.7,26,1019.4,180,15,CORDOBA AERO,26112020-13
2020-11-26 14:00:00,26112020,14,22.0,27,1018.5,180,7,CORDOBA AERO,26112020-14
2020-11-26 15:00:00,26112020,15,23.2,30,1017.5,180,11,CORDOBA AERO,26112020-15
2020-11-26 16:00:00,26112020,16,22.0,34,1017.1,0,0,CORDOBA AERO,26112020-16
2020-11-26 17:00:00,26112020,17,23.2,33,1016.4,360,7,CORDOBA AERO,26112020-17
2020-11-26 18:00:00,26112020,18,23.2,35,1015.2,360,7,CORDOBA AERO,26112020-18
2020-11-26 19:00:00,26112020,19,23.4,33,1015.2,20,4,CORDOBA AERO,26112020-19
2020-11-26 20:00:00,26112020,20,20.4,44,1016.0,340,11,CORDOBA AERO,26112020-20
2020-11-26 21:00:00,26112020,21,17.4,57,1016.9,340,11,CORDOBA AERO,26112020-21
2020-11-26 22:00:00,26112020,22,16.5,61,1017.2,320,13,CORDOBA AERO,26112020-22
2020-11-26 23:00:00,26112020,23,14.9,70,1017.6,320,11,CORDOBA AERO,26112020-23
2020-11-27 00:00:00,27112020,0,14.6,73,1017.6,320,11,CORDOBA AERO,27112020-0
2020-11-27 01:00:00,27112020,1,14.8,69,1016.8,320,9,CORDOBA AERO,27112020-1
2020-11-27 02:00:00,27112020,2,15.0,67,1016.0,320,11,CORDOBA AERO,27112020-2
2020-11-27 03:00:00,27112020,3,14.7,75,1015.2,320,9,CORDOBA AERO,27112020-3
2020-11-27 04:00:00,27112020,4,14.6,77,1014.6,360,11,CORDOBA AERO,27112020-4
2020-11-27 05:00:00,27112020,5,15.8,74,1014.4,340,9,CORDOBA AERO,27112020-5
2020-11-27 06:00:00,27112020,6,15.0,77,1014.6,360,11,CORDOBA AERO,27112020-6
2020-11-27 07:00:00,27112020,7,17.5,71,1014.8,340,9,CORDOBA AERO,27112020-7
2020-11-27 08:00:00,27112020,8,21.5,49,1014.9,50,13,CORDOBA AERO,27112020-8
2020-11-27 09:00:00,27112020,9,22.6,45,1015.3,70,15,CORDOBA AERO,27112020-9
2020-11-27 10:00:00,27112020,10,24.1,51,1014.9,20,17,CORDOBA AERO,27112020-10
2020-11-27 11:00:00,27112020,11,24.6,55,1014.5,20,19,CORDOBA AERO,27112020-11
2020-11-27 12:00:00,27112020,12,27.2,48,1013.1,50,28,CORDOBA AERO,27112020-12
2020-11-27 13:00:00,27112020,13,27.7,45,1012.1,50,19,CORDOBA AERO,27112020-13
2020-11-27 14:00:00,27112020,14,29.1,41,1010.6,20,24,CORDOBA AERO,27112020-14
2020-11-27 15:00:00,27112020,15,29.1,39,1009.3,50,22,CORDOBA AERO,27112020-15
2020-11-27 16:00:00,27112020,16,30.5,36,1008.6,20,26,CORDOBA AERO,27112020-16
2020-11-27 17:00:00,27112020,17,29.5,39,1007.6,50,20,CORDOBA AERO,27112020-17
2020-11-27 18:00:00,27112020,18,28.7,41,1007.5,20,24,CORDOBA AERO,27112020-18
2020-11-27 19:00:00,27112020,19,27.4,47,1008.2,20,24,CORDOBA AERO,27112020-19
2020-11-27 20:00:00,27112020,20,26.5,53,1008.8,50,13,CORDOBA AERO,27112020-20
2020-11-27 21:00:00,27112020,21,26.0,54,1009.5,20,13,CORDOBA AERO,27112020-21
2020-11-27 22:00:00,27112020,22,24.8,58,1010.1,20,7,CORDOBA AERO,27112020-22
2020-11-27 23:00:00,27112020,23,23.7,67,1010.3,360,6,CORDOBA AERO,27112020-23
2020-11-28 00:00:00,28112020,0,21.8,72,1010.1,270,4,CORDOBA AERO,28112020-0
2020-11-28 01:00:00,28112020,1,21.8,75,1009.4,0,0,CORDOBA AERO,28112020-1
2020-11-28 02:00:00,28112020,2,21.2,87,1008.6,20,4,CORDOBA AERO,28112020-2
2020-11-28 03:00:00,28112020,3,21.7,74,1007.7,360,6,CORDOBA AERO,28112020-3
2020-11-28 04:00:00,28112020,4,21.8,77,1007.4,20,7,CORDOBA AERO,28112020-4
2020-11-28 05:00:00,28112020,5,22.4,74,1007.8,0,0,CORDOBA AERO,28112020-5
2020-11-28 06:00:00,28112020,6,21.2,84,1008.5,90,4,CORDOBA AERO,28112020-6
2020-11-28 07:00:00,28112020,7,22.0,82,1008.7,0,0,CORDOBA AERO,28112020-7
2020-11-28 08:00:00,28112020,8,23.7,71,1010.0,0,0,CORDOBA AERO,28112020-8
2020-11-28 09:00:00,28112020,9,22.4,88,1010.3,320,7,CORDOBA AERO,28112020-9
2020-11-28 10:00:00,28112020,10,27.0,62,1009.7,0,0,CORDOBA AERO,28112020-10
2020-11-28 11:00:00,28112020,11,28.1,59,1010.3,180,28,CORDOBA AERO,28112020-11
2020-11-28 12:00:00,28112020,12,25.8,59,1010.7,200,15,CORDOBA AERO,28112020-12
2020-11-28 13:00:00,28112020,13,28.4,51,1009.5,140,11,CORDOBA AERO,28112020-13
2020-11-28 14:00:00,28112020,14,29.9,50,1008.3,230,9,CORDOBA AERO,28112020-14
2020-11-28 15:00:00,28112020,15,31.2,40,1007.2,200,13,CORDOBA AERO,28112020-15
2020-11-28 16:00:00,28112020,16,31.8,39,1006.5,90,9,CORDOBA AERO,28112020-16
2020-11-28 17:00:00,28112020,17,31.8,40,1005.7,180,6,CORDOBA AERO,28112020-17
2020-11-28 18:00:00,28112020,18,29.5,46,1005.9,200,6,CORDOBA AERO,28112020-18
2020-11-28 19:00:00,28112020,19,22.0,78,1007.6,360,24,CORDOBA AERO,28112020-19
2020-11-28 20:00:00,28112020,20,21.9,87,1010.5,230,13,CORDOBA AERO,28112020-20
2020-11-28 21:00:00,28112020,21,19.4,92,1012.1,360,11,CORDOBA AERO,28112020-21
2020-11-28 22:00:00,28112020,22,19.6,93,1011.9,270,11,CORDOBA AERO,28112020-22
2020-11-28 23:00:00,28112020,23,19.7,93,1011.7,270,9,CORDOBA AERO,28112020-23
2020-11-29 00:00:00,29112020,0,18.1,98,1012.2,0,0,CORDOBA AERO,29112020-0
2020-11-29 01:00:00,29112020,1,17.6,98,1011.8,360,7,CORDOBA AERO,29112020-1
2020-11-29 02:00:00,29112020,2,18.4,94,1011.0,320,15,CORDOBA AERO,29112020-2
2020-11-29 03:00:00,29112020,3,18.2,94,1009.8,320,11,CORDOBA AERO,29112020-3
2020-11-29 04:00:00,29112020,4,18.4,92,1009.1,360,13,CORDOBA AERO,29112020-4
2020-11-29 05:00:00,29112020,5,18.6,89,1008.8,320,11,CORDOBA AERO,29112020-5
2020-11-29 06:00:00,29112020,6,17.9,90,1009.1,320,9,CORDOBA AERO,29112020-6
2020-11-29 07:00:00,29112020,7,20.5,75,1009.4,340,9,CORDOBA AERO,29112020-7
2020-11-29 08:00:00,29112020,8,23.8,71,1009.4,360,9,CORDOBA AERO,29112020-8
2020-11-29 09:00:00,29112020,9,27.4,59,1009.5,20,13,CORDOBA AERO,29112020-9
2020-11-29 10:00:00,29112020,10,29.4,52,1009.0,50,20,CORDOBA AERO,29112020-10
2020-11-29 11:00:00,29112020,11,31.1,44,1008.2,50,22,CORDOBA AERO,29112020-11
2020-11-29 12:00:00,29112020,12,25.6,81,1008.6,50,22,CORDOBA AERO,29112020-12
2020-11-29 13:00:00,29112020,13,23.5,78,1011.3,180,26,CORDOBA AERO,29112020-13
2020-11-29 14:00:00,29112020,14,18.8,98,1012.8,180,22,CORDOBA AERO,29112020-14
2020-11-29 15:00:00,29112020,15,20.4,95,1012.8,200,20,CORDOBA AERO,29112020-15
2020-11-29 16:00:00,29112020,16,19.7,93,1014.8,200,17,CORDOBA AERO,29112020-16
2020-11-29 17:00:00,29112020,17,19.0,95,1014.3,180,19,CORDOBA AERO,29112020-17
2020-11-29 18:00:00,29112020,18,20.2,88,1013.9,200,17,CORDOBA AERO,29112020-18
2020-11-29 19:00:00,29112020,19,20.4,82,1013.7,230,13,CORDOBA AERO,29112020-19
2020-11-29 20:00:00,29112020,20,19.4,88,1014.0,230,9,CORDOBA AERO,29112020-20
2020-11-29 21:00:00,29112020,21,18.5,90,1015.8,270,6,CORDOBA AERO,29112020-21
2020-11-29 22:00:00,29112020,22,18.1,88,1016.7,290,7,CORDOBA AERO,29112020-22
2020-11-29 23:00:00,29112020,23,19.0,87,1018.0,160,13,CORDOBA AERO,29112020-23
2020-11-30 00:00:00,30112020,0,18.4,83,1018.9,180,11,CORDOBA AERO,30112020-0
2020-11-30 01:00:00,30112020,1,17.6,90,1019.5,290,9,CORDOBA AERO,30112020-1
2020-11-30 02:00:00,30112020,2,16.9,89,1019.3,230,7,CORDOBA AERO,30112020-2
2020-11-30 03:00:00,30112020,3,16.2,93,1018.8,270,9,CORDOBA AERO,30112020-3
2020-11-30 04:00:00,30112020,4,17.4,86,1019.0,250,9,CORDOBA AERO,30112020-4
2020-11-30 05:00:00,30112020,5,17.5,87,1019.8,200,6,CORDOBA AERO,30112020-5
2020-11-30 06:00:00,30112020,6,17.7,81,1020.3,180,9,CORDOBA AERO,30112020-6
2020-11-30 07:00:00,30112020,7,17.5,79,1020.7,200,7,CORDOBA AERO,30112020-7
2020-11-30 08:00:00,30112020,8,17.7,73,1021.4,160,11,CORDOBA AERO,30112020-8
2020-11-30 09:00:00,30112020,9,18.1,70,1022.4,160,7,CORDOBA AERO,30112020-9
2020-11-30 10:00:00,30112020,10,18.8,68,1021.8,190,9,CORDOBA AERO,30112020-10
2020-11-30 11:00:00,30112020,11,20.1,64,1021.3,180,11,CORDOBA AERO,30112020-11
2020-11-30 12:00:00,30112020,12,20.5,66,1020.6,140,11,CORDOBA AERO,30112020-12
2020-11-30 13:00:00,30112020,13,22.1,64,1019.5,120,13,CORDOBA AERO,30112020-13
2020-11-30 14:00:00,30112020,14,22.5,63,1018.7,160,9,CORDOBA AERO,30112020-14
2020-11-30 15:00:00,30112020,15,23.7,61,1017.3,110,11,CORDOBA AERO,30112020-15
2020-11-30 16:00:00,30112020,16,23.9,53,1016.1,130,11,CORDOBA AERO,30112020-16
2020-11-30 17:00:00,30112020,17,23.9,53,1016.1,130,11,CORDOBA AERO,30112020-17
2020-11-30 18:00:00,30112020,18,24.7,46,1014.2,80,13,CORDOBA AERO,30112020-18
2020-11-30 19:00:00,30112020,19,24.0,45,1014.2,70,17,CORDOBA AERO,30112020-19
2020-11-30 20:00:00,30112020,20,21.4,53,1014.9,50,9,CORDOBA AERO,30112020-20
2020-11-30 21:00:00,30112020,21,19.0,67,1015.5,50,9,CORDOBA AERO,30112020-21
2020-11-30 22:00:00,30112020,22,16.3,77,1016.6,360,9,CORDOBA AERO,30112020-22
2020-11-30 23:00:00,30112020,23,16.8,74,1017.1,340,9,CORDOBA AERO,30112020-23
